BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2002,35444,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2003,35609,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2004,35974,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2005,36116,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2006,36368,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2007,36783,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2008,37236,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2009,37826,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2010,38753,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2011,39410,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2012,39845,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2013,40396,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1990,28065,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1991,28459,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1992,28897,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1993,29349,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1994,29809,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1995,30458,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1996,31063,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1997,31587,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1998,31996,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1999,32385,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2000,33763,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2001,34277,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2002,34853,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2003,35479,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2004,35982,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2005,36349,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2006,37052,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2007,37919,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2008,38413,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2009,38989,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2010,40151,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2011,40738,Whg.,Anzahl Wohnungen
0,Bezirk Hinwil,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2012,41280,Whg.,Anzahl Wohnungen
